,Embedded_text,majority_sentiment
849,"Wie unmoralisch ist das denn: Querdenker versuchen im Hochwasser politischen Profit von der Katastrophe zu schlagen. Dabei gefährden sie die Opfer. Die Opfer brauchen Hotelzimmer, Impfungen, Tests, Masken und Geld. Keine wirre Ideologie sueddeutsche.de Hochwasser: Querdenker im Katastrophengebiet Immer wieder kursieren Falschmeldungen, die Polizei warnt: Rechtsextreme versuchen, die unsichere Lage für ihre Botschaften auszunutzen. 1.187 729 6.024",3
850,"""Wir haben uns deshalb auch für mehr #Homeoffice stark gemacht, um Ansteckungen am Arbeitsplatz und auf dem Weg dorthin zu vermeiden"", erklärt  @baerbelbas . ""Daher ist es gut, dass die Verpflichtung der Arbeitgeberinnen und Arbeitgeber hier ausgeweitet worden ist."" 10 6 35",3
851,"Zur Entscheidung des #BVerfG, den Berliner #Mietendeckel für nichtig zu erklären, teilt der Obmann der #AfD-Fraktion im Bauausschuss,  @UdoHemmelgarn : ""Berliner Mietendeckel zeigt Verantwortungslosigkeit links-rot-grüner Politik!"" #Bundesverfassungsgericht afdbundestag.de Hemmelgarn: Berliner Mietendeckel zeigt Verantwortungslosigkeit links-rot-grüner Politik Berlin, 15. April 2021. Zur Entscheidung des Bundesverfassungsgerichts, den Berliner Mietendeckel für nichtig zu erklären, teilt der Obmann der AfD-Fraktion im Bauausschuss, Udo Hemmelgarn, mit: „Man... 4 11 74",2
852,"Nur mit Freundschaft, Respekt, Augenhöhe und Verantwortung zwischen Deutschland und Griechenland wird das Projekt Europa gelingen.   –  @ManuelSarrazin  zur erinnerungspolitischen Zusammenarbeit zwischen Deutschland und Griechenland 4 10 28",3
853,taz-Recherche zu rechtem Waffenhandelsring. Interessant über welche möglichen Verbindungen dort berichtet wird. Aufklärung ist dringend nötig. #NoAFD taz.de Waffenhandelsring in Bayern: Rechtsextreme Getriebe In Bayern wird gegen einen rechten Waffenhandelsring mit Verbindungen nach Kroatien ermittelt. Sollte mit den Verkäufen der Aufbau einer AfD-nahen Organisation finanziert werden? 1 13 39,3
854,"BVerfG hat das Ziel der Klimaneutralität bis 2050 bekräftigt, aber den Weg dorthin kritisiert. GroKo hält am Weg der großvolumigen Subventionierung und kleinteiligen Bürokratisierung fest, ändert aber Ziel. Entscheidung des BVerfG wird auf den Kopf gestellt. #Klimaschutzgesetz 6 6 54",3
855,"Es kann nicht sein, dass Güter 5x um den Globus schippern & nach kurzer Zeit kaputtgehen. Mehr Regional-, weniger Wegwerfproduktion! Politik muss Verursachern dieses Wirtschaftens, das unseren Planeten zerstört, Einhalt gebieten & klimafreundliche Innovationen zum Jobmotor machen WELT @welt  · 9. Aug. 2021 IPCC-Bericht: „Wir fordern die Neuverhandlung der Wahlprogramme“ http://to.welt.de/KEscItI 24 37 251",2
856,"Wer so tut, als sei ihm der Klimaschutz besonders wichtig, sollte erklären, warum mit seiner Zustimmung immer wieder Entscheidungen gegen den Klimaschutz getroffen wurden, Olaf #Scholz  #Kohleausstieg 2038 Inbetriebnahme #Datteln4 Oliver Krischer @Oliver_Krischer  · 29. Aug. 2021 #Scholz verspricht #Kimaschutz, hat aber mit #Scheuer #Altmaier #Klöckner #CDUCSU bisher das exakte Gegenteil gemacht und findet es gut so:  1.) #Kohleausstieg erst 2038 2.) #Datteln4 in Betrieb nehmen & in #Garzweiler Menschen für #Kohle enteignen  3.) #CO2Preis ablehnen  (1/5) Diesen Thread anzeigen 4 19 100",2
857,Christian Vorländer @Vorlaender_Muc  · 11. Dez. 2021 SPD-Parteitag: Schweigeminute und Gedenken an Hans-Jochen Vogel und alle weiteren verstorbenen Genossinnen und Genossen. Darunter auch Rainer Glaab von der @BayernSPD. @spdde 1 18,3
858,"#Merkeljugend hatte mal wieder Ausgang „Angriff auf mein Büro in #Erfurt: Das dokumentiert den erbärmlichen Zustand unserer Demokratie."" Ganze PM hier: https://instagram.com/p/CRVz6FWt5HD/?utm_medium=copy_link… #AfD #Thüringen #wirholendasDirektmandat #Deutschlandabernormal  #Berlin #Bundestag #Brandner 98 95 234",2
859,Es ist nicht die Zeit für Einen zu sagen: „Ich mache alles.“ Wir müssen uns jetzt breit aufstellen. #CDUVorsitz #jetztabervoran 3 50,3
860,"Wie wir Geld und Märkte nutzen können, damit sie für den Klimaschutz arbeiten, haben Robert Habeck und  @sven_giegold  in einem Positionspapier zu grüner Finanzpolitik aufgeschrieben: gruene.de Wie Geld für den Klimaschutz arbeitet Die richtige Finanzpolitik ist ein entscheidender Faktor, ob Europa seine Klimaschutzziele erreichen kann, schreiben Robert Habeck und Sven Giegold in einem Positionspapier zu grüner Finanzpolitik. 73 45 210",3
861,"Irre ist, wenn bei Reiserückkehrer über Schleierfahndung diskutiert wird. 5 10 134",2
862,"Great and constructive debate with  @pablocasado_  on the recovery fund. National plans should be ambitious & focused on the future. #Covid has asked huge sacrifices of younger generations, the investments of today should become their opportunities tomorrow.  @populares Pablo Casado Blanco @pablocasado_  · 22. Feb. 2021 En el @EPPGroup anuncio nuestra proposición de ley para crear la Autoridad Independiente para la gestión de los fondos europeos con control parlamentario y transparencia. Y nuestro proyecto de refuerzo del Estado de Derecho y la independencia judicial como exige la UE.  #JobsJobs 1 13 35",1
863,"stimmt, aber im Wahlprogramm 2013. Christopher Gohl @lofferg  · 11. Jan. 2021 Antwort an @f_schaeffler @bahaa74 und 4 weitere Personen Lieber @f_schaeffler, nein, im Grundsatzprogramm 2012 steht die flat tax nicht drin, sondern generell einfach, niedrig & gerecht plus Leitplanke. Du meinst aber sicher Vision in unserem Leitbild. Vgl. auch meine weiteren Tweets, startend mit https://twitter.com/lofferg/status/1348579442453569536?s=20… 3 27",3
864,"Im übrigen vergessen manche, dass Maßnahmen, die Freiheitsrechte einschränken oder aufheben, immer wieder neu begründet werden müssen. Deshalb ist es so wichtig, dass Coronamanagement nachvollziehbar, verhältnismäßig, transparent und effektiv ist! 9 1 21",3
865,"Der #Bundestag stimmt heute über das „Sondervermögen Aufbauhilfe 2021“ ab. Darin versteckt er Änderungen zum #Infektionsschutzgesetz.  @Alice_Weidel : ""Ja zur #Fluthilfe, Nein zu jeglichen Einschränkungen für #Ungeimpfte!"" #AfD afdbundestag.de Weidel: Ja zur Fluthilfe, Nein zu jeglichen Einschränkungen für Ungeimpfte Berlin, 7. September 2021. Der Bundestag stimmt in seiner heutigen Sondersitzung über das „Sondervermögen Aufbauhilfe 2021“ ab. Dieser Gesetzentwurf enthält jedoch nicht nur Hilfen für die Opfer der... 14 155 437",3
866,"Die Gestaltungschance für uns ist groß und die politischen Herausforderungen mit Corona-Krise, Klimawandel, Digitalisierung, demographischer Entwicklung und internationalen Krisen sind jedenfalls gewaltig. #mehrfortschrittwagen 22 1 7",3
867,"Eine Kanzlerin Baerbock wäre eine Katastrophe für Deutschland - afdkompakt.de Eine Kanzlerin Baerbock wäre eine Katastrophe für Deutschland | AfD Ko Zur Nominierung von Annalena Baerbock als Kanzlerkandidatin der Grünen teilt der Fraktionsvorsitzende der AfD-Fraktion im Deutschen Bundestag, Alexander Gauland, mit: ""Wenn es nach den Grünen geh 61 141 655",2
868,"Die Entscheidungen in der Pandemie-Bekämpfung gehören in den Bundestag, die Landesparlamente und den Bundesrat. @BriHasselmann  will von der Bundeskanzlerin wissen, warum das ein Jahr nach Beginn der Pandemie noch immer nicht der Fall ist. 0:57 2.050 Mal angezeigt 24 24 120",3
869,". @MikeJosef_FFM  ist ein engagierter SPD-Kandidat mit viel Einsatz und Ideen für seine Stadt Frankfurt am Main. Am 14.3. könnt Ihr ihn wählen, liebe Frankfurter*innen! Für eine lebenswerte, moderne und soziale Metropole im Herzen von Europa.  27 5 71",1
870,"Immer wenn es um mehr #Transparenz oder schärfere Pflichten für Abgeordnete geht, stehen CDU und CSU auf der Bremse. Doch das Problem liegt viel tiefer   #Lobbyregister #Bundestag zeit.de Lobbyismus: Wenn Kontakt und Kumpanei verwechselt werden Endlich haben sich die Koalitionsparteien auf ein Lobbyregister geeinigt. Der banale Grund für diesen Durchbruch ist: Helle Panik. Denn die Union hat ein Haltungsproblem. 4 17 69",2
871,"#triell - wer rüstet Deutschland am schnellsten & am höchsten auf. Abgefahren. Nach dem Desaster in #Afghanishtan reden deutsche Kanzlerkandidat:innen nicht über den Ausstieg aus Interventionspolitik, sondern über mehr Geld für Rüstung.  @ABaerbock  @OlafScholz  @ArminLaschet 29 52 317",2
872,"#Omikron zeigt: Wir werden diese Pandemie nur global beenden!   Die Gesundheit Aller ist wichtiger als Profitinteressen weniger Unternehmen. Deshalb fordern wir: Gebt endlich die #Patente frei! rnd.de Grüne Jugend fordert Freigabe der Corona-Impfstoffpatente Die Ampelkoalition tut noch nicht genug für die Bekämpfung der Corona-Pandemie, findet die Grüne Jugend. Ihre Sprecherin Sarah-Lee Heinrich drängt auf eine Freigabe der Impfstoffpatente. Die EU und... 60 37 294",3
874,Klatschen reicht nicht!! Für bessere Löhne brauchen wir ein Tariftreuegesetz in der Pflege. ⁦ @BMAS_Bund ⁩ ⁦ @spdde ⁩ spiegel.de Hubertus Heil: Arbeitsminister will Tariflöhne in der Pflege verpflichtend machen SPD-Minister Heil hat laut einem Medienbericht einen Gesetzentwurf für höhere Löhne in der Altenpflege vorgelegt. Dabei ist eigentlich CDU-Kollege Spahn zuständig. 116 148 700,3
875,Heute in Borna ging es um unsere Pflegekampagne. Das Motto: Profitdenken raus aus den Krankenhäusern! Die Frau im weißen Corona-Schutzanzug ist übrigens die Direktkandidatin  @_juliaschramm . 5 13 129,3
879,"Eine traurige Nachricht: Alfred Biolek ist im Alter von 87 Jahren verstorben. Er war ein kluger und nachdenklicher Mensch, der Fernsehgeschichte geschrieben hat. Meine Gedanken sind bei seinen Angehörigen und Freunden. 11 18 225",2
880,"Wären wir den „Experten“ gefolgt, hätten Kliniken geschlossen oder privatisiert und weiter Betten abgebaut, hätten wir in der Corona-Krise mutmaßlich katastrophale Zustände wie in Bergamo oder New York erleben müssen. In Gegenteil:Öffentliche Daseinsvorsorge muß gestärkt werden! 24 6 25",3
881,". @klauslederer : „Es wird immer wieder gerüchteweise verbreitet, welche Siedlungen davon eigentlich betroffen sind. Es ist an der Zeit, jetzt mal die Karten auf den Tisch zu legen, worüber wir hier eigentlich reden.“ Berliner Morgenpost @morgenpost  · 7. Aug. Linke fordert Klarheit beim Kauf von 20.000 Wohnungen https://morgenpost.de/berlin/article232988419/Linke-fordert-Klarheit-beim-Kauf-von-20-000-Wohnungen.html?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1628317980… 4 27 78",3
882,"Da ist sie wieder: Die gute alte SchwarzGelbe Zeit Was ist denn nur aus den Grillfreunden und den “Schulterklopfern vom Rhein” (SPON)  @ArminLaschet  und  @c_lindner  geworden? Paul Ziemiak @PaulZiemiak  · 20. Aug. 2021 Wer @fdp wählt, muss in Kauf nehmen, dass er am Ende mit Esken und Kühnert am Kabinettstisch aufwacht. Wer sicher sein will, dass aus dem Kanzleramt eine Politik mit Maß und Mitte gestaltet wird, muss mit beiden Stimmen die Union wählen. #btw21  https://spiegel.de/politik/deutschland/bundestagswahlkampf-cdu-attackiert-fdp-a-21f8310e-75ab-4166-9fe4-92739673a5ff… 6 2 57",2
883,Aus Raider wird jetzt Twix   Leider kein #Aprilscherz. bz-berlin.de Neuer Name für AstraZeneca-Impfstoff Das britisch-schwedische Pharmaunternehmen AstraZeneca vermarktet seinen Coronavirus-Impfstoff in der EU künftig unter dem Namen Vaxzevria. 1 4 17,3
884,"Ja, es gibt #VielZuTun beim #Klimaschutz. Deshalb heißt #Klimawahl ja auch #IchWaehleLinks, denn was auch immer die Grünen auf ihrem #wahlparteitag erzählen: Das ""radikalste Programm gegen die Klimakrise"" (taz) hat die Linke beschossen. 36 146 385",3
885,"Als überzeugtem Atheisten passiert mir das nicht alle Tage, aber ich muss sagen: Der #Papst hat Recht. Gebt die #Patente endlich frei! vaticannews.va Papst an Volksbewegungen: Es ist Zeit zu handeln - Vatican News Auf dem Weg zu mehr Gerechtigkeit für Minderprivilegierte hat Papst Franziskus für ein bedingungsloses Grundeinkommen und kürzere Arbeitszeiten ... 5 16 114",3
886,"Der Kandidatencheck des  @WDR  ist online. Hier geht‘s zu meiner Vorstellung: wdr.de Dr. Marco Buschmann, FDP, Gelsenkirchen, Bundestagswahl Dr. Marco Buschmann, FDP, Gelsenkirchen, Bundestagswahl 3 57",3
887,"Legal, illegal, sch....egal -Anarchistenmotto galt stets für CDU/FDP Regierung Carstensen, die Schleswig-Holstein zum Zockerparadies machte. Motto:Geld stinkt nicht...  Leider stellte sich nur die SPD gegen diese Skrupellosigkeit! Glücksspiel-Regulierung: tagesschau.de Wirecard schickte Politiker auf Lobby-Tour Wirecard hat über Jahre für eine weniger strikte Glücksspiel-Regulierung in Deutschland lobbyiert. Dazu zahlte der Konzern Tausende Euro im Monat an Anwälte und einen Ex-Regierungschef, zeigen... 8",2
889,"Überraschung!!! Hat #FrankWalterFischfilet in der Kürze der Zeit das Gesetz überhaupt gelesen, geschweige denn verstanden? Ich sag’ mal: Nein, nicht ansatzweise. Er ist ein Totalausfall im #Bellevue... WDR aktuell @WDRaktuell  · 22. Apr. 2021 Update: Bundespräsident Frank-Walter Steinmeier hat soeben das neue #Infektionsschutzgesetz mit der #Bundesnotbremse unterzeichnet. Es muss jetzt nur noch im Bundesgesetzblatt veröffentlicht werden, dann tritt es in Kraft. Diesen Thread anzeigen 37 20 98",2
890,"In seiner Rede im Plenum des Bundestags sagt  @ArminLaschet  man müsse CDU wählen, damit alles so bleibe wie es immer war. Das ist aber, ohne Polemik, unmöglich. Der Klimawandel lässt das einfach nicht zu. Wir verfehlen so zu 100% die Klimaziele. 439 735 8.677",2
891,"Was immer schlecht ist, wenn Zahlen oder Statistiken nicht stimmen. Deshalb aber den Eindruck zu erwecken impfen wäre nicht wirksam ist mehr als verwerflich.. #Corona 1 27",2
892,"Am Ende Favoritensieg von Laschet in der Stichwahl. Inhaltlich bleibt die CDU eher zerrissen, wie man am 1.Wahlgang sieht, den Merz knapp gewonnen hatte. 19 3 26",2
893,"Ralf Stegner trifft: SPD-Politiker Stegner und Anna Haentjens: Kultur ist politisch | http://shz.de
shz.de
Ralf Stegner trifft: SPD-Politiker Stegner und Anna Haentjens: Kultur ist politisch | shz.de
Ist Kunst und Kultur mehr als ein Zeitvertreib? Darüber haben sich SPD-Politiker Ralf Stegner und Chanson-Sängerin Anna
1
2
5",3
894,"Jetzt live: Pressekonferenz mit 
@ABaerbock
.
BÜNDNIS 90/DIE GRÜNEN
@Die_Gruenen
pscp.tv
Jetzt live: Pressekonferenz mit @ABaerbock.
31
12
99",3
895,"Der Tag begann übrigens für alle mit einem Schnelltest. Bei uns legte dabei die Landeschefin, also 
@SusiSchaper
als gelernte medizinische Fachkraft selber Hand an. 
@linke_sachsen
 #dielinkelvvsn
tag24.de
Linken-Parteitag unterbrochen: Kipping Spitzenkandidatin
Die sächsische Linke-Vorsitzende Susanne Schaper ist bei einer Vertreterversammlung in Dresden in ihre frühere Rolle als gelernte Krankenschwester geschlüpft. | TAG24
1
6
30",3
896,"Letzter Versuch, 
@ArminLaschet
 das Problem hier zu erklären. Zunächst hätte der Mann nie die Bühne erspringen dürfen. Wo war LKA? Und wenn er mit dem Mann reden will, muss er auf Abstand oder Maske bestehen. Laschet war in Tropfeninfektionsdistanz, als er angeschrieen wurde.
1.695
827
7.970",2
897,"""Es gibt in den Bundesländern nach wie vor ein relevantes Infektionsgeschehen, das alltagstaugliche Schutzmaßnahmen wie  erforderlich macht"", so 
@DirkWieseSPD
 in der #BPK. Deshalb schaffe man nach dem Auslaufen der epidemischen Lage geeignete Übergangsregelungen für die Länder.
13
8
39",3
898,"Kommt doch morgen zu unserer digitalen grünen Veranstaltung ""Zukunft der #Landwirtschaft - Gutes #Essen ist grün!""
@vzbv
 @dpa
 @Tagesspiegel
5
2
21",3
900,"Die #Ehefueralle /  Gesetzentwurf hatte ich als Vorsitzende Rechtsausschuss 29 x i d vorletzten WP auf die TO gesetzt. 29x vertagt durch #GroKo. Bis klar war, dass es scharfes  Wahlkampfthema/ Bedingung wird, Merkel es frei geben wollte nach der Wahl. Zack, wir waren schneller.
2
12
109",3
901,"""Ich möchte ausdrücklich 
@OlafScholz
 danken, der seine Corona-Pläne eben hier im #Bundestag vorgestellt hat, denn da gehören sie hin, in die Herzkammer der Demokratie!"": 
@MarcoBuschmann
 zur #Reparlamentarisierung
0:14
3.577 Mal angezeigt
25
11
159",1
902," 49,6° C in Kanada – Temperaturen, wie man sie in Wüsten vorfindet. Die Klimakrise ist längst da. Was fehlt, ist eine Bundesregierung, die den Klimaschutz ernst nimmt und einen Plan hat, was zu tun ist. Bitte sehr: http://gruene.de/wahlprogramm

Unser Plan für Klimaschutz  1/2
Scott Duncan
@ScottDuncanWX
 · 30. Juni
I didn't think it was possible, not in my lifetime anyway. 

+49.6°C in Canada  That is 121°F!

This is the story of the Canadian heat record that was crushed on 3 consecutive days by an unfathomable margin of +4.6°C (+8°F). 

This moment will be talked about for centuries.
Diesen Thread anzeigen
GIF
88
203
883",2
903,"Totschlagargument „Klimawandel“ soll von Verantwortung für politische Untätigkeit ablenken. Gottfried #Curio erklärt zur Äußerung von Bundesinnenminister #Seehofer, die #Hochwasserkatastrophe im Westen Deutschlands stehe in Verbindung mit dem #Klimawandel.
https://afdbundestag.de/curio-totschlagargument-klimawandel-soll-von-verantwortung-fuer-politische-untaetigkeit-ablenken/…
75
183
519",2
904,"Guten Morgen aus Bordesholm.
Mein Musiktipp für Euch da draußen im digitalen Orbit ist von 
Edith Piaf - Non, Je ne regrette rien
Schönen Donnerstag 
youtube.com
Edith Piaf - Non, Je ne regrette rien
in memory of Edith Piaf... Our band is great fan of her.http://myspace.com/httpbandbandzone.cz/httpbandhttp://www.httpband.ic.cz
3
12",1
905,"Rolf Mützenich: ""Herr #Spahn sollte nicht nach einer Entschuldigung rufen, sondern an der Aufklärung mitwirken, was wir jetzt auch in den Ausschüssen tun werden."" #nuffsaid
spiegel.de
Spahn soll sich erklären: SPD-Fraktionschef Mützenich erhöht Druck in Maskenstreit
Gesundheitsminister Spahn hat Rücktrittsforderungen der SPD im Maskenstreit zurückgewiesen. Doch SPD-Fraktionschef Mützenich will nicht lockerlassen – der Minister müsse nun dringend offene Fragen...
16
23
110",2
